CQI,MCS,BRATE(DW),BLER(DW),SNR,PHR,BLER(UP),BRATE(UP),CLASS
15.0,25.0,1480,0,5.10,24.4,2.26,69.6,768
9.84,19.4,4280,19,3.68,32.1,0.0,146,768
14.4,24.1,4450,1.8,6.50,25.6,2.14,130,768
15.0,26.9,6460,0,3.21,34.9,0.0,287,768
14.4,26.2,5000,1.1,6.33,25.0,2.03,186,768
14.4,25.0,4450,1.8,2.64,32.6,0.0,140,768
15.0,26.5,5020,0,6.51,25.5,2.18,202,768
2.20,3.75,756,20,3.43,32.0,0.0,19.0,768
15.0,26.9,4470,1.4,2.52,34.1,0.0,125,768
14.4,26.0,4860,2.1,6.48,25.1,2.62,183,768
2.04,3.78,901,19,4.36,32.0,0.0,28.8,768
15.0,26.7,5170,1.1,2.86,32.6,0.0,112,768
13.8,23.3,4920,1.0,6.45,23.9,2.10,170,768
4.16,7.20,1500,15,4.42,33.6,0.0,88.0,768
15.0,26.5,4240,2.0,2.88,34.4,0.0,147,768
15.0,26.6,3920,0,6.13,24.9,3.45,144,768
6.00,10.2,2150,13,4.73,32.7,0.0,63.4,768
12.6,21.2,5770,1.2,2.70,33.1,0.0,145,768
15.0,26.9,4990,0,6.20,24.2,2.87,158,768
4.20,8.45,1890,8.4,4.28,34.5,0.0,88.7,768
13.8,26.9,4890,0,2.36,34.2,0.0,189,768
15.0,27.0,4650,0,5.13,26.3,2.15,123,768
5.12,8.92,1760,15,4.82,32.1,1.73,105,768
15.0,26.1,3630,2.9,2.94,33.4,0.0,168,768
15.0,26.0,3450,0,4.29,25.9,0.0,119,768
3.40,7.21,1930,9.9,4.77,33.8,0.0,74.6,768
14.4,24.8,5350,1.5,3.85,32.8,0.0,178,768
13.8,23.9,4130,2.5,5.53,28.1,1.23,128,768
2.84,5.74,1420,12,4.12,33.7,0.0,42.8,768
15.0,26.5,4430,0,4.05,33.8,1.08,135,768
14.4,26.7,3320,3.8,4.40,27.6,0.0,130,768
15.0,26.9,7830,0,3.87,35.0,0.0,232,768
14.4,25.3,3790,2.2,4.45,27.0,1.20,121,768
15.0,27.0,7730,0,4.53,32.0,0.0,208,768
14.4,25.5,4360,4.9,3.71,27.4,0.0,129,768
15.0,27.0,6440,0,3.25,32.5,0.0,187,768
14.4,25.9,4930,1.7,6.06,25.2,2.14,156,768
15.0,26.9,5080,1.2,3.62,34.2,0.0,134,768
15.0,26.8,4670,0,4.48,26.0,1.20,151,768
15.0,27.0,6360,3.8,2.89,33.9,0.0,162,768
13.8,27.0,3630,1.7,3.36,24.0,0.0,115,768
14.4,25.8,2790,6.2,0.0,32.0,0.0,39.6,768
14.4,25.2,2510,1.1,6.32,27.0,1.68,91.7,768
14.4,25.0,4630,4.3,3.18,33.8,0.0,188,768
14.4,25.5,4300,2.0,5.07,26.7,1.63,127,768
15.0,26.3,3180,1.8,3.00,32.8,0.0,93.0,768
13.8,24.1,4140,1.8,6.91,24.9,3.10,123,768
14.4,24.0,7320,4.9,3.57,34.1,0.0,203,768
15.0,27.0,6170,0,9.80,33.8,5.23,196,768
13.8,24.5,4810,4.1,6.19,27.7,1.50,154,768
13.8,24.4,4390,1.3,6.34,28.9,1.57,122,768
13.2,23.4,4210,1.9,6.01,26.9,1.61,117,768
13.8,24.2,40595,1.4,4.41,28.7,1.00,137,768
15.0,27.0,5250,0,5.39,27.6,1.08,152,768
13.8,24.4,4330,1.3,6.88,26.4,2.12,148,768
15.0,27.0,4730,3.8,5.59,29.3,1.69,226,768
14.4,25.6,4000,0,6.99,26.9,3.46,117,768
13.8,25.2,3810,1.4,5.13,27.1,1.01,113,768
14.4,25.8,4710,0,5.94,27.4,1.90,110,768
14.4,25.8,4580,0,5.33,28.1,1.31,119,768
15.0,26.5,5040,2.6,5.86,28.8,1.76,198,768
14.4,25.4,6060,4.1,7.17,30.2,2.62,283,768
14.4,25.8,4640,1.3,6.23,28.2,2.46,134,768
13.1,22.1,4190,2.4,5.69,26.6,1.06,108,768
14.4,24.1,6250,5.3,6.47,31.2,2.76,179,768
14.4,24.4,4470,1.1,6.47,27.8,3.04,104,768
11.2,0.0,56,0,1.88,24.0,0.0,1.26,768
14.4,20.0,522,24,1.84,32.5,3.35,5.96,768
15.0,25.2,1940,13,3.87,32.6,1.27,79.3,768
12.5,21.3,1330,12,2.02,35.2,0.0,45.1,768
12.9,17.0,1690,22,1.81,32.8,0.0,87.6,768
14.1,23.8,3550,14,6.14,30.1,5.36,133,768
15.0,21.1,342,28,3.11,35.4,1.67,41.2,768
15.0,25.6,3350,5.6,6.18,29.0,4.11,102,768
15.0,23.5,586,59,3.74,32.3,1.42,43.9,768
15.0,25.0,2820,0,5.14,33.2,1.71,109,768
13.8,14.5,3480,1.8,5.77,33.7,2.03,127,768
15.0,25.3,2850,0,6.26,35.9,3.55,92.7,768
15.0,24.2,2190,1.7,4.03,36.4,1.96,58.6,768
15.0,25.3,2940,0,4.67,34.8,1.89,132,768
15.0,25.3,1440,4.2,4.58,34.2,3.42,64.8,768
1.28,0.0,0,0,6.59,24.0,0.0,1.26,768
15.0,23.7,766,2.0,5.13,35.5,1.63,43.2,768
2.40,0.0,0,0,4.89,26.0,1.00,3.28,768
15.0,25.3,2150,0,6.44,33.5,3.42,65.1,768
15.0,24.9,2600,0,3.95,34.1,0.0,101,768
1.80,0.0,0,0,6.86,26.0,0.0,1.26,768
15.0,25.6,2960,8.3,2.15,33.1,0.0,93.8,768
15.0,25.3,2170,5.1,1.86,32.1,0.0,56.9,768
15.0,24.8,2950,17,3.44,36.2,1.36,106,768
15.0,22.1,810,6.4,3.60,32.5,1.13,46.8,768
15.0,25.2,2850,2.9,4.90,32.5,3.31,99.5,768
15.0,24.7,1570,3.9,4.53,31.1,2.34,54.4,768
0.0,0.0,0,0,5.25,27.0,2.00,2.02,768
15.0,24.2,1710,6.1,3.17,32.3,1.38,60.3,768
15.0,25.5,1790,9.7,2.79,32.4,1.98,61.1,768
14.9,25.4,2400,11,3.11,34.1,0.0,97.5,768
15.0,22.7,684,9.1,3.46,32.1,0.0,45.1,768
15.0,25.0,2140,5.6,5.19,32.6,2.01,103,768
15.0,25.2,1290,9.3,3.62,32.9,1.00,59.0,768
15.0,24.6,3850,7.7,3.20,32.5,0.0,92.2,768
15.0,24.8,2210,11,3.13,31.9,2.11,99.7,768
12.4,25.0,880,2.3,2.84,30.2,0.0,29.5,768
2.56,0.0,0,0,2.26,23.0,0.0,1.26,768
5.28,8.89,47,17,4.96,34.3,5.55,10.5,768
15.0,24.5,764,6.5,2.11,33.2,0.0,48.8,768
7.48,7.82,1930,7.5,7.54,33.2,4.95,67.8,768
15.0,24.6,2530,6.3,4.77,32.4,2.67,87.5,768
7.04,11.0,2910,6.1,6.09,31.3,3.24,74.4,768
11.3,25.1,2090,1.9,4.05,31.1,2.64,75.1,768
6.28,5.47,1800,8.4,8.88,32.6,4.90,97.9,768
13.9,24.2,2220,3.0,5.50,32.5,1.76,136,768
15.0,27.0,425000.0,0,8.49,34.4,3.61,152,768
15.0,26.8,731000.0,0,8.72,37.1,3.60,234,768
15.0,26.8,841000.0,0,9.52,35.4,4.72,261,768
15.0,27.0,421000.0,0,9.38,37.2,4.85,166,768
14.4,25.0,751000.0,0,10.4,37.8,5.71,229,768
15.0,26.5,637000.0,0,9.74,36.5,5.14,280,768
15.0,26.9,978999.0,0,10.2,36.8,5.08,287,768
15.0,27.0,184000.0,0,9.57,37.5,5.41,106,768
15.0,27.0,276000.0,0,10.9,37.2,5.75,102,768
15.0,27.0,238000.0,0,10.5,37.9,5.99,112,768
15.0,26.4,507000.0,0,9.81,36.8,4.30,191,768
15.0,27.0,764000.0,1.1,10.1,35.9,5.37,367,768
15.0,26.8,1200000.0,0,9.70,37.7,4.80,307,768
15.0,27.0,890000.0,0,10.3,38.5,5.18,334,768
15.0,27.0,202999.0,0,9.49,37.2,5.44,102,768
15.0,26.8,759000.0,0,10.9,36.0,6.07,239,768
15.0,27.0,327000.0,0,11.3,37.2,6.54,146,768
15.0,26.7,508000.0,0,10.7,35.8,6.24,182,768
15.0,26.9,446000.0,0,9.46,37.3,4.71,171,768
15.0,27.0,786000.0,0,9.61,37.4,4.30,224,768
15.0,26.9,786000.0,0,8.77,36.7,3.93,223,768
15.0,27.0,484000.0,0,9.19,36.9,4.04,161,768
15.0,26.9,992000.0,0,9.68,37.5,4.55,258,768
15.0,27.0,687000.0,0,9.98,36.2,4.68,237,768
15.0,27.0,1500000.0,0,9.54,36.8,4.93,371,768
15.0,26.8,1510000.0,0,9.66,36.9,5.98,362,768
15.0,26.8,1280000.0,0,9.64,35.6,5.99,326,768
15.0,26.9,1070000.0,1.0,8.91,36.4,5.84,271,768
15.0,26.6,918000.0,0,7.70,36.7,3.54,221,768
15.0,27.0,372000.0,0,5.53,35.6,2.13,105,768
15.0,27.0,557000.0,2.5,5.82,36.4,2.77,178,768
15.0,27.0,459999.0,0,6.39,35.9,3.71,156,768
15.0,26.9,582000.0,0,6.45,36.7,2.70,158,768
15.0,27.0,493000.0,0,7.31,36.0,3.44,151,768
15.0,26.8,577000.0,0,8.55,37.5,4.85,156,768
15.0,25.9,530000.0,2.1,8.11,34.4,4.07,166,768
15.0,26.6,633000.0,0,7.45,34.4,3.87,141,768
15.0,26.4,411000.0,0,6.44,35.9,2.80,167,768
15.0,26.8,846000.0,0,7.62,36.7,3.15,227,768
15.0,26.7,266000.0,0,7.54,36.0,3.09,118,768
15.0,27.0,453000.0,0,7.02,36.5,2.54,131,768
15.0,26.9,679000.0,0,6.70,36.3,3.03,207,768
15.0,26.7,454000.0,0,6.56,37.3,2.34,130,768
15.0,26.6,475000.0,0,6.86,37.2,3.19,127,768
15.0,25.2,314000.0,2.7,7.35,36.8,2.99,195,768
15.0,26.6,597000.0,1.2,6.64,36.7,2.10,148,768
15.0,25.5,335000.0,0,5.98,38.1,2.70,129,768
15.0,26.6,630000.0,1.1,7.19,36.0,3.11,176,768
15.0,26.5,956000.0,1.3,7.58,36.1,3.58,301,768
26.3,26.3,5560,0,8.27,33.2,3.21,163,768
27.0,27.0,5560,0,8.11,34.2,3.46,160,768
26.9,26.9,5250,0,8.44,32.8,3.48,154,768
27.0,27.0,5260,0,5.61,30.0,1.12,165,768
26.6,26.6,5150,0,7.94,34.4,3.40,150,768
27.0,27.0,5290,0,6.55,28.1,1.68,162,768
27.0,27.0,5230,0,8.27,32.1,2.85,151,768
27.0,27.0,5440,1.1,5.68,28.9,1.36,156,768
26.8,26.8,5320,0,8.05,32.6,3.70,183,768
27.0,27.0,5260,0,5.40,29.0,1.00,168,768
27.0,27.0,5290,0,8.30,33.8,3.41,167,768
26.2,26.2,5080,0,6.22,29.6,1.65,160,768
27.0,27.0,5320,0,8.10,34.6,3.26,183,768
27.0,27.0,5260,0,5.62,29.6,0.0,175,768
27.0,27.0,5340,0,8.77,32.2,3.68,162,768
26.5,26.5,5170,0,5.79,29.9,1.08,234,768
26.7,26.7,6100,0,8.64,34.6,3.43,178,768
26.7,26.7,5130,0,5.80,31.5,1.21,336,768
15.9,15.9,3080,1.1,5.19,29.6,1.29,106,768
27.0,27.0,6900,0,8.76,34.3,3.83,193,768
16.5,16.5,1710,2.0,3.80,28.0,1.35,40.1,768
26.9,26.9,5370,0,7.68,34.6,3.29,168,768
16.1,16.1,1260,3.3,5.59,26.4,2.90,133,768
27.0,27.0,6140,0,8.76,33.2,4.54,178,768
22.0,22.0,4130,2.0,6.12,26.2,1.92,121,768
27.0,27.0,7230,0,8.54,34.8,3.48,210,768
25.4,25.4,3100,0,5.23,23.3,1.26,116,768
27.0,27.0,11200,1.2,7.32,35.1,2.94,288,768
23.4,23.4,634,11,2.55,22.0,1.73,39.8,768
24.7,24.7,7580,0,7.42,33.3,2.22,212,768
16.6,16.6,2400,7.0,5.78,24.3,1.27,94.2,768
26.7,26.7,5100,2.4,6.73,33.2,2.07,149,768
26.7,26.7,7000,0,9.55,29.9,5.20,227,768
26.2,26.2,7240,1.1,7.35,32.5,2.41,421,768
25.4,25.4,4700,1.7,8.06,25.7,3.41,110,768
26.6,26.6,8470,2.2,7.45,33.1,2.59,270,768
27.0,27.0,5320,0,6.13,30.6,1.27,148,768
17.3,17.3,3000,1.2,5.48,26.6,1.26,102,768
27.0,27.0,6420,0,8.21,34.0,3.21,196,768
27.0,27.0,5290,0,6.77,29.2,2.52,153,768
17.9,17.9,2950,0,5.97,28.3,0.0,96.9,768
18.6,18.6,801,9.8,5.79,31.3,1.63,37.4,768
27.0,27.0,9580,0,6.63,35.0,1.89,273,768
26.9,26.9,3770,0,4.51,31.6,1.09,121,768
17.9,17.9,4530,2.5,5.51,29.0,1.07,106,768
20.1,20.1,3620,5.8,5.82,32.0,1.30,107,768
27.0,27.0,6450,1.8,6.12,32.7,1.52,176,768
25.5,25.5,2029,2.2,4.77,27.6,1.23,80.1,768
10.7,10.7,870,1.6,9.34,31.0,5.76,97.4,768
15.7,15.7,1490,0,9.84,30.4,6.36,100,768
26.3,26.3,7620,0,8.59,34.0,3.72,344,768
26.6,26.6,5900,0,6.01,28.4,1.54,192,768
16.7,16.7,2350,0,6.57,30.5,2.43,108,768
7.96,7.96,142,4.2,8.57,30.0,3.93,14.6,768
26.7,26.7,10300,0,8.82,32.7,4.14,281,768
26.8,26.8,4910,0,6.20,28.5,1.39,183,768
16.6,16.6,1680,2.9,5.49,26.7,1.45,52.6,768
25.4,25.4,10200,0,8.55,33.7,3.83,292,768
27.0,27.0,4500,0,5.50,32.3,1.21,128,768
26.9,26.9,11400,0,8.84,33.6,3.85,291,768
25.9,25.9,2870,2.0,4.55,29.7,0.0,138,768
11.0,11.0,1140,9.9,5.29,26.8,2.47,88.6,768
27.0,27.0,9540,0,7.88,32.3,2.93,308,768
27.0,27.0,5230,1.2,5.67,28.7,1.57,152,768
14.0,14.0,1510,4.0,6.73,27.5,7.00,23.1,768
27.0,27.0,7700,0,8.39,33.9,3.62,233,768
26.8,26.8,4830,0,5.22,28.7,0.0,153,768
10.9,10.9,756,0,4.89,26.7,0.0,52.4,768
26.8,26.8,8480,0,7.98,33.4,3.08,239,768
26.7,26.7,4880,0,5.78,31.0,1.19,164,768
15.8,15.8,2410,5.0,5.18,27.0,2.40,92.4,768
27.0,27.0,6620,0,8.23,33.5,3.16,177,768
27.0,27.0,5290,0,5.43,30.9,1.62,172,768
27.0,27.0,8880,0,7.76,32.9,3.09,239,768
27.0,27.0,5230,0,10.6,34.8,5.31,193,768
27.0,27.0,3160,0,5.24,31.4,1.41,98.0,768
27.0,27.0,6690,0,7.71,34.5,2.75,207,768
27.0,27.0,5160,0,10.5,34.5,6.54,176,768
27.0,27.0,5170,0,5.66,28.7,1.09,176,768
26.9,26.9,5240,0,7.21,33.5,2.43,151,768
26.8,26.8,5550,0,11.0,37.0,6.92,174,768
26.8,26.8,5050,0,4.91,30.4,0.0,159,768
27.0,27.0,6870,0,7.75,33.1,2.83,186,768
26.1,26.1,5120,0,11.1,35.4,6.63,197,768
27.0,27.0,5220,1.2,4.92,29.1,0.0,160,768
27.0,27.0,7650,0,7.49,33.1,2.70,235,768
27.0,27.0,5290,0,5.34,30.4,1.06,160,768
27.0,27.0,5690,0,7.95,34.3,3.08,193,768
27.0,27.0,5290,0,5.06,30.6,0.0,171,768
21.7,21.7,4300,5.3,9.52,26.2,5.08,137,768
27.0,27.0,6500,0,7.83,34.2,3.84,197,768
26.5,26.5,3230,0,5.36,29.6,1.36,103,768
22.9,22.9,4700,4.1,9.60,27.3,4.47,168,768
27.0,27.0,5400,0,7.41,34.0,2.67,175,768
26.4,26.4,3540,0,5.32,28.8,0.0,154,768
24.7,24.7,3660,1.3,9.56,26.8,4.00,130,768
26.7,26.7,10400,0,8.19,33.3,3.46,289,768
27.0,27.0,5290,0,5.98,31.2,1.01,172,768
25.6,25.6,6080,2.5,9.33,24.2,4.19,186,768
27.0,27.0,6020,0,7.88,33.7,2.87,177,768
26.2,26.2,3920,0,5.84,28.8,1.34,184,768
22.7,22.7,4270,5.8,9.33,25.2,4.51,142,768
27.0,27.0,7260,0,7.76,32.6,3.33,201,768
26.3,26.3,4170,0,5.41,29.2,1.26,207,768
26.7,26.7,5000,5.9,7.48,30.4,2.66,189,768
19.7,19.7,3890,5.9,9.70,27.7,4.83,116,768
27.0,27.0,5440,0,7.90,35.6,3.49,177,768
26.5,26.5,4930,1.2,5.27,29.9,0.0,262,768
26.2,26.2,3390,5.5,7.41,29.9,2.34,121,768
20.3,20.3,4330,2.0,9.85,28.7,4.48,107,768
26.1,26.1,6100,0,8.21,34.2,3.19,193,768
26.0,26.0,4790,1.2,5.28,30.5,1.13,177,768
26.6,26.6,2800,5.0,7.27,27.4,2.95,78.8,768
15.8,15.8,3110,8.1,7.90,28.6,3.77,86.1,768
27.0,27.0,7580,0,7.96,35.9,2.83,235,768
26.9,26.9,3780,0,5.21,31.3,1.72,116,768
26.9,26.9,6060,0,7.32,29.4,2.71,267,768
27.0,27.0,9590,0,8.30,33.6,3.72,233,768
27.0,27.0,5290,0,5.38,29.1,0.0,160,768
27.0,27.0,4560,3.3,7.27,33.1,2.27,203,768
26.0,26.0,6800,0,8.10,34.9,3.56,191,768
27.0,27.0,5260,0,5.22,30.2,0.0,164,768
27.0,27.0,4530,3.3,7.64,30.4,3.11,173,768
26.7,26.7,8360,0,8.25,34.4,3.25,199,768
27.0,27.0,5230,0,5.13,28.1,1.16,216,768
27.0,27.0,4500,3.4,7.04,30.1,2.69,143,768
27.0,27.0,8580,0,8.04,34.3,3.28,278,768
27.0,27.0,5260,0,5.38,28.5,0.0,173,768
26.8,26.8,4490,0,7.86,31.1,2.88,167,768
27.0,27.0,5290,0,5.22,28.3,1.05,157,768
27.0,27.0,4620,0,7.29,33.4,2.92,155,768
26.3,26.3,5140,0,5.09,27.9,1.04,162,768
26.4,26.4,1800,0,6.84,27.4,2.24,97.5,768
26.6,26.6,4840,0,5.01,28.3,0.0,157,768
26.7,26.7,3360,1.8,6.49,29.0,3.24,101,768
26.6,26.6,4570,0,4.98,29.4,0.0,122,768
26.8,26.8,2330,0,6.68,26.2,3.42,85.8,768
25.6,25.6,4260,2.1,5.14,30.1,1.36,242,768
26.8,26.8,5370,0,5.16,30.1,1.02,156,768
26.8,26.8,4930,0,5.19,29.6,0.0,171,768
27.0,27.0,4970,0,4.90,30.5,1.03,145,768
27.0,27.0,5850,1.0,5.03,28.7,0.0,189,768
27.0,27.0,5230,1.2,5.18,30.1,0.0,151,768
26.3,26.3,4470,0,5.11,28.2,0.0,150,768
26.9,26.9,5270,0,4.87,27.8,0.0,181,768
9.43,9.43,1970,9.0,8.60,28.0,4.47,73.0,768
26.8,26.8,4940,0,5.04,28.1,0.0,158,768
3.77,3.77,683,6.2,9.07,39.0,3.00,17.1,768
27.0,27.0,5050,0,5.21,30.0,1.10,160,768
2.32,2.32,518,6.2,8.97,26.2,3.39,65.2,768
27.0,27.0,5290,1.1,5.23,29.6,0.0,164,768
3.16,3.16,880,6.7,8.59,26.9,3.80,45.7,768
27.0,27.0,5260,0,5.13,28.6,0.0,179,768
5.20,5.20,1540,4.6,9.09,30.6,3.87,72.8,768
27.0,27.0,5260,0,5.19,27.0,0.0,142,768
3.40,3.40,1150,11,7.92,39.0,3.35,26.5,768
26.8,26.8,5060,1.7,4.98,28.3,0.0,122,768
2.39,2.39,493,15,8.70,22.0,4.70,34.0,768
27.0,27.0,5220,0,5.17,28.5,0.0,172,768
4.78,4.78,840,7.1,7.69,25.6,2.79,61.3,768
27.0,27.0,5260,0,4.75,29.9,0.0,160,768
9.27,9.27,2200,4.1,8.79,24.4,3.30,91.0,768
27.0,27.0,5290,0,4.92,28.5,0.0,164,768
7.18,7.18,1890,2.8,9.18,26.2,3.73,89.4,768
27.0,27.0,5210,0,4.80,30.9,0.0,209,768
9.21,9.21,1750,4.5,8.24,22.6,3.80,59.3,768
27.0,27.0,5170,0,4.97,29.5,0.0,157,768
8.74,8.74,1900,5.2,8.75,29.3,3.79,75.4,768
27.0,27.0,5210,0,4.37,29.4,0.0,182,768
26.0,26.0,3420,1.6,4.70,28.5,0.0,178,768
26.7,26.7,5120,0,7.36,28.8,2.49,252,768
26.9,26.9,4540,1.3,4.78,27.4,0.0,151,768
26.6,26.6,4360,0,6.88,28.4,2.46,163,768
27.0,27.0,5170,0,4.66,28.3,1.17,161,768
27.0,27.0,3680,0,6.79,33.7,2.93,114,768
27.0,27.0,5390,0,4.60,28.6,0.0,184,768
26.2,26.2,2270,0,6.66,26.5,3.04,145,768
27.0,27.0,5720,1.1,4.35,28.9,0.0,174,768
26.7,26.7,2550,1.1,7.63,28.1,2.42,123,768
27.0,27.0,4190,0,5.27,28.5,1.18,125,768
27.0,27.0,3620,0,7.17,29.1,3.27,114,768
26.2,26.2,4520,0,4.64,27.7,0.0,163,768
26.4,26.4,4220,0,7.02,29.3,2.95,160,768
26.6,26.6,4450,1.9,4.94,29.1,1.50,143,768
27.0,27.0,3500,0,7.76,29.6,3.57,96.9,768
26.8,26.8,5410,1.1,4.75,29.8,0.0,181,768
26.6,26.6,2710,0,5.62,29.2,2.08,113,768
27.0,27.0,5160,1.8,4.81,28.1,0.0,142,768
26.6,26.6,3570,1.6,7.68,29.5,2.94,142,768
25.8,25.8,4360,4.7,5.37,29.3,1.88,246,768
26.2,26.2,3690,0,8.09,29.0,3.59,143,768
26.3,26.3,5490,3.2,5.33,30.8,2.17,153,768
26.3,26.3,3360,0,7.08,27.8,2.66,169,768
26.3,26.3,4170,2.5,5.37,28.7,1.56,138,768
26.4,26.4,3550,2.1,6.03,32.6,2.10,129,768
26.1,26.1,4980,4.1,4.77,30.2,1.08,185,768
26.6,26.6,4560,4.1,6.32,29.0,2.16,138,768
27.0,27.0,5150,0,4.33,30.3,0.0,170,768
26.6,26.6,2530,0,6.35,29.9,3.75,101,768
27.0,27.0,5880,4.2,4.26,29.6,0.0,176,768
26.3,26.3,3710,1.5,6.88,26.8,2.96,171,768
27.0,27.0,6540,1.3,5.04,29.8,0.0,206,768
26.8,26.8,4900,0,7.17,32.3,3.11,163,768
26.9,26.9,4950,2.5,4.89,27.8,1.07,173,768
26.8,26.8,2880,0,6.47,31.8,2.52,129,768
27.0,27.0,5260,0,4.82,29.8,0.0,142,768
26.7,26.7,3280,0,7.62,32.1,3.85,148,768
26.4,26.4,3800,2.1,4.60,29.2,0.0,137,768
26.8,26.8,4370,0,7.29,29.0,2.13,156,768
27.0,27.0,5780,1.1,4.81,29.2,0.0,199,768
26.7,26.7,3390,0,7.31,27.6,3.02,122,768
26.8,26.8,4990,0,5.02,28.8,0.0,150,768
26.7,26.7,3370,0,7.04,31.2,3.13,125,768
26.6,26.6,4710,0,4.70,27.7,0.0,146,768
27.0,27.0,5190,0,7.62,31.4,3.28,181,768
27.0,27.0,5050,1.8,5.25,28.4,0.0,135,768
27.0,27.0,4800,0,7.40,31.7,3.88,188,768
27.0,27.0,5230,1.2,4.39,28.2,0.0,149,768
27.0,27.0,4690,0,7.28,29.8,3.04,184,768
26.4,26.4,5600,2.6,4.65,27.8,0.0,155,768
27.0,27.0,4800,0,7.06,33.8,2.65,152,768
26.8,26.8,4830,1.3,4.32,27.5,0.0,157,768
27.0,27.0,5020,0,7.14,32.2,2.53,176,768
27.0,27.0,5200,1.8,4.60,30.2,0.0,144,768
27.0,27.0,4480,0,6.96,31.3,3.39,181,768
27.0,27.0,5370,2.3,4.57,27.9,0.0,208,768
26.7,26.7,2990,0,6.72,24.6,4.97,89.6,768
26.4,26.4,4340,1.4,4.71,30.7,0.0,212,768
26.8,26.8,4530,0,6.23,27.4,1.72,174,768
26.5,26.5,4260,2.0,4.61,30.7,0.0,170,768
27.0,27.0,5610,0,6.88,28.4,2.40,275,768
27.0,27.0,5200,1.2,4.37,28.4,0.0,147,768
27.0,27.0,4490,2.7,7.34,27.2,2.51,210,768
27.0,27.0,5290,0,7.19,34.1,2.58,164,768
27.0,27.0,5290,0,4.86,28.5,0.0,163,768
27.0,27.0,4620,2.0,6.78,27.7,2.26,170,768
26.9,26.9,5500,0,6.79,34.1,2.34,202,768
26.4,26.4,4440,2.7,4.30,29.1,0.0,191,768
26.8,26.8,4670,0,6.85,31.1,2.92,195,768
27.0,27.0,5510,0,7.24,34.5,2.53,157,768
26.6,26.6,4750,1.3,4.19,29.8,0.0,115,768
25.1,25.1,819,0,5.96,28.3,3.07,74.2,768
26.9,26.9,6970,0,7.20,31.8,2.42,190,768
26.8,26.8,5000,10,4.65,29.1,1.27,163,768
26.1,26.1,2140,2.0,6.05,26.4,4.39,89.6,768
25.9,25.9,4620,0,7.30,31.9,2.80,213,768
25.8,25.8,4210,1.4,4.17,31.2,0.0,107,768
26.7,26.7,3990,0,7.35,27.3,3.69,113,768
26.8,26.8,5240,0,7.07,32.8,2.36,206,768
26.6,26.6,4970,2.4,4.78,27.7,0.0,162,768
25.4,25.4,1150,0,6.17,25.2,2.61,72.3,768
27.0,27.0,5690,0,7.90,33.7,2.96,159,768
26.4,26.4,4750,1.3,4.34,28.3,0.0,167,768
27.0,27.0,5100,1.1,7.45,28.9,3.23,172,768
26.2,26.2,5290,1.1,6.56,33.8,2.37,229,768
26.8,26.8,4830,1.9,4.14,30.3,0.0,141,768
27.0,27.0,5040,0,7.11,26.1,2.63,172,768
27.0,27.0,5610,0,6.95,33.8,2.21,192,768
27.0,27.0,4260,7.5,4.59,27.1,0.0,121,768
26.3,26.3,6620,0,6.76,29.9,2.59,220,768
26.8,26.8,5050,0,6.61,33.5,2.65,170,768
26.4,26.4,4440,7.3,4.41,29.6,1.02,167,768
26.3,26.3,4680,0,6.34,29.7,2.31,222,768
26.4,26.4,6340,0,7.43,33.8,2.87,238,768
25.6,25.6,2570,7.8,4.17,28.1,0.0,113,768
26.2,26.2,4750,0,7.46,32.1,3.01,197,768
26.8,26.8,3330,0,6.83,33.4,3.05,167,768
26.6,26.6,5010,7.0,4.13,28.4,1.06,168,768
26.6,26.6,5650,0,7.09,27.3,3.15,185,768
27.0,27.0,5890,0,6.49,33.8,1.65,272,768
27.0,27.0,7990,5.4,4.91,29.8,0.0,236,768
26.6,26.6,2660,0,6.66,26.6,2.90,83.2,768
27.0,27.0,5360,0,6.86,34.5,2.14,346,768
26.9,26.9,4700,3.1,4.49,29.2,0.0,146,768
26.4,26.4,2029,0,6.66,31.2,2.85,72.4,768
27.0,27.0,6390,1.8,6.98,33.4,2.64,292,768
27.0,27.0,5140,1.8,4.36,29.7,0.0,175,768
26.6,26.6,4090,2.1,6.25,29.9,2.47,166,768
27.0,27.0,6150,0,6.53,34.4,1.96,185,768
27.0,27.0,5290,0,4.27,28.4,0.0,160,768
26.9,26.9,4620,1.3,6.24,28.5,2.55,172,768
26.9,26.9,5210,0,6.28,33.7,2.76,183,768
27.0,27.0,6140,4.6,4.61,29.1,0.0,201,768
26.6,26.6,4730,0,6.63,28.9,2.19,169,768
26.1,26.1,2370,0,6.46,31.0,2.72,83.0,768
27.0,27.0,5100,2.4,4.03,28.1,0.0,135,768
25.8,25.8,4630,1.9,5.79,28.3,2.57,173,768
26.9,26.9,5090,0,7.08,33.1,2.55,170,768
27.0,27.0,4720,1.3,4.58,27.2,0.0,157,768
26.7,26.7,3500,2.5,6.75,26.0,2.91,140,768
27.0,27.0,5720,0,7.54,34.6,3.27,129,768
27.0,27.0,5240,2.3,3.92,29.1,0.0,126,768
27.0,27.0,4590,2.6,6.67,29.7,2.61,159,768
14.6,26.9,13200,0,5.28,32.4,0.0,616,320
14.4,26.3,5560,0,8.27,33.2,3.21,163,768
15.0,27.0,5560,0,8.11,34.2,3.46,160,768
14.8,26.9,5250,0,8.44,32.8,3.48,154,768
15.0,27.0,5260,0,5.61,30.0,1.12,165,768
