CQI,MCS,BRATE(DW),BLER(DW),SNR,PHR,BLER(UP),BRATE(UP),CLASS
14.8,26.6,5150,0,7.94,34.4,3.40,150,768
15.0,27.0,5290,0,6.55,28.1,1.68,162,768
15.0,27.0,5230,0,8.27,32.1,2.85,151,768
15.0,27.0,5440,1.1,5.68,28.9,1.36,156,768
14.8,26.8,5320,0,8.05,32.6,3.70,183,768
15.0,27.0,5260,0,5.40,29.0,1.00,168,768
15.0,27.0,5290,0,8.30,33.8,3.41,167,768
14.4,26.2,5080,0,6.22,29.6,1.65,160,768
15.0,27.0,5320,0,8.10,34.6,3.26,183,768
15.0,27.0,5260,0,5.62,29.6,0.0,175,768
15.0,27.0,5340,0,8.77,32.2,3.68,162,768
14.8,26.5,5170,0,5.79,29.9,1.08,234,768
14.8,26.7,6100,0,8.64,34.6,3.43,178,768
15.0,26.7,5130,0,5.80,31.5,1.21,336,768
9.24,15.9,3080,1.1,5.19,29.6,1.29,106,768
15.0,27.0,6900,0,8.76,34.3,3.83,193,768
9.92,16.5,1710,2.0,3.80,28.0,1.35,40.1,768
15.0,26.9,5370,0,7.68,34.6,3.29,168,768
9.44,16.1,1260,3.3,5.59,26.4,2.90,133,768
15.0,27.0,6140,0,8.76,33.2,4.54,178,768
13.5,22.0,4130,2.0,6.12,26.2,1.92,121,768
15.0,27.0,7230,0,8.54,34.8,3.48,210,768
14.5,25.4,3100,0,5.23,23.3,1.26,116,768
15.0,27.0,11200,1.2,7.32,35.1,2.94,288,768
13.8,23.4,634,11,2.55,22.0,1.73,39.8,768
14.4,24.7,7580,0,7.42,33.3,2.22,212,768
12.5,16.6,2400,7.0,5.78,24.3,1.27,94.2,768
15.0,26.7,5100,2.4,6.73,33.2,2.07,149,768
15.0,26.7,7000,0,9.55,29.9,5.20,227,768
14.8,26.2,7240,1.1,7.35,32.5,2.41,421,768
13.1,25.4,4700,1.7,8.06,25.7,3.41,110,768
14.8,26.6,8470,2.2,7.45,33.1,2.59,270,768
15.0,27.0,5320,0,6.13,30.6,1.27,148,768
9.56,17.3,3000,1.2,5.48,26.6,1.26,102,768
15.0,27.0,6420,0,8.21,34.0,3.21,196,768
15.0,27.0,5290,0,6.77,29.2,2.52,153,768
10.7,17.9,2950,0,5.97,28.3,0.0,96.9,768
10.7,18.6,801,9.8,5.79,31.3,1.63,37.4,768
15.0,27.0,9580,0,6.63,35.0,1.89,273,768
15.0,26.9,3770,0,4.51,31.6,1.09,121,768
9.04,17.9,4530,2.5,5.51,29.0,1.07,106,768
11.3,20.1,3620,5.8,5.82,32.0,1.30,107,768
15.0,27.0,6450,1.8,6.12,32.7,1.52,176,768
14.8,25.5,2029,2.2,4.77,27.6,1.23,80.1,768
9.08,10.7,870,1.6,9.34,31.0,5.76,97.4,768
9.52,15.7,1490,0,9.84,30.4,6.36,100,768
15.0,26.3,7620,0,8.59,34.0,3.72,344,768
14.8,26.6,5900,0,6.01,28.4,1.54,192,768
9.76,16.7,2350,0,6.57,30.5,2.43,108,768
8.84,7.96,142,4.2,8.57,30.0,3.93,14.6,768
15.0,26.7,10300,0,8.82,32.7,4.14,281,768
15.0,26.8,4910,0,6.20,28.5,1.39,183,768
8.96,16.6,1680,2.9,5.49,26.7,1.45,52.6,768
14.5,25.4,10200,0,8.55,33.7,3.83,292,768
15.0,27.0,4500,0,5.50,32.3,1.21,128,768
8.16,9.41,142,12,3.51,0.0,10.00,0.0,768
15.0,26.9,11400,0,8.84,33.6,3.85,291,768
15.0,25.9,2870,2.0,4.55,29.7,0.0,138,768
9.92,11.0,1140,9.9,5.29,26.8,2.47,88.6,768
15.0,27.0,9540,0,7.88,32.3,2.93,308,768
15.0,27.0,5230,1.2,5.67,28.7,1.57,152,768
9.36,14.0,1510,4.0,6.73,27.5,7.00,23.1,768
15.0,27.0,7700,0,8.39,33.9,3.62,233,768
15.0,26.8,4830,0,5.22,28.7,0.0,153,768
7.92,10.9,756,0,4.89,26.7,0.0,52.4,768
15.0,26.8,8480,0,7.98,33.4,3.08,239,768
15.0,26.7,4880,0,5.78,31.0,1.19,164,768
10.00,15.8,2410,5.0,5.18,27.0,2.40,92.4,768
15.0,27.0,6620,0,8.23,33.5,3.16,177,768
15.0,27.0,5290,0,5.43,30.9,1.62,172,768
15.0,27.0,8880,0,7.76,32.9,3.09,239,768
15.0,27.0,5230,0,10.6,34.8,5.31,193,768
15.0,27.0,3160,0,5.24,31.4,1.41,98.0,768
15.0,27.0,6690,0,7.71,34.5,2.75,207,768
15.0,27.0,5160,0,10.5,34.5,6.54,176,768
15.0,27.0,5170,0,5.66,28.7,1.09,176,768
15.0,26.9,5240,0,7.21,33.5,2.43,151,768
14.8,26.8,5550,0,11.0,37.0,6.92,174,768
15.0,26.8,5050,0,4.91,30.4,0.0,159,768
15.0,27.0,6870,0,7.75,33.1,2.83,186,768
14.6,26.1,5120,0,11.1,35.4,6.63,197,768
15.0,27.0,5220,1.2,4.92,29.1,0.0,160,768
15.0,27.0,7650,0,7.49,33.1,2.70,235,768
15.0,27.0,5290,0,5.34,30.4,1.06,160,768
15.0,27.0,5690,0,7.95,34.3,3.08,193,768
15.0,27.0,5290,0,5.06,30.6,0.0,171,768
12.1,21.7,4300,5.3,9.52,26.2,5.08,137,768
15.0,27.0,6500,0,7.83,34.2,3.84,197,768
15.0,26.5,3230,0,5.36,29.6,1.36,103,768
12.6,22.9,4700,4.1,9.60,27.3,4.47,168,768
15.0,27.0,5400,0,7.41,34.0,2.67,175,768
15.0,26.4,3540,0,5.32,28.8,0.0,154,768
13.6,24.7,3660,1.3,9.56,26.8,4.00,130,768
14.6,26.7,10400,0,8.19,33.3,3.46,289,768
15.0,27.0,5290,0,5.98,31.2,1.01,172,768
14.4,25.6,6080,2.5,9.33,24.2,4.19,186,768
15.0,27.0,6020,0,7.88,33.7,2.87,177,768
15.0,26.2,3920,0,5.84,28.8,1.34,184,768
12.1,22.7,4270,5.8,9.33,25.2,4.51,142,768
15.0,27.0,7260,0,7.76,32.6,3.33,201,768
15.0,26.3,4170,0,5.41,29.2,1.26,207,768
15.0,26.7,5000,5.9,7.48,30.4,2.66,189,768
10.5,19.7,3890,5.9,9.70,27.7,4.83,116,768
15.0,27.0,5440,0,7.90,35.6,3.49,177,768
14.8,26.5,4930,1.2,5.27,29.9,0.0,262,768
15.0,26.2,3390,5.5,7.41,29.9,2.34,121,768
12.1,20.3,4330,2.0,9.85,28.7,4.48,107,768
14.4,26.1,6100,0,8.21,34.2,3.19,193,768
14.4,26.0,4790,1.2,5.28,30.5,1.13,177,768
15.0,26.6,2800,5.0,7.27,27.4,2.95,78.8,768
8.76,15.8,3110,8.1,7.90,28.6,3.77,86.1,768
15.0,27.0,7580,0,7.96,35.9,2.83,235,768
15.0,26.9,3780,0,5.21,31.3,1.72,116,768
15.0,26.9,6060,0,7.32,29.4,2.71,267,768
15.0,27.0,9590,0,8.30,33.6,3.72,233,768
15.0,27.0,5290,0,5.38,29.1,0.0,160,768
15.0,27.0,4560,3.3,7.27,33.1,2.27,203,768
14.4,26.0,6800,0,8.10,34.9,3.56,191,768
15.0,27.0,5260,0,5.22,30.2,0.0,164,768
15.0,27.0,4530,3.3,7.64,30.4,3.11,173,768
15.0,26.7,8360,0,8.25,34.4,3.25,199,768
15.0,27.0,5230,0,5.13,28.1,1.16,216,768
15.0,27.0,4500,3.4,7.04,30.1,2.69,143,768
15.0,27.0,8580,0,8.04,34.3,3.28,278,768
15.0,27.0,5260,0,5.38,28.5,0.0,173,768
15.0,26.8,4490,0,7.86,31.1,2.88,167,768
15.0,27.0,5290,0,5.22,28.3,1.05,157,768
15.0,27.0,4620,0,7.29,33.4,2.92,155,768
14.4,26.3,5140,0,5.09,27.9,1.04,162,768
15.0,26.4,1800,0,6.84,27.4,2.24,97.5,768
15.0,26.6,4840,0,5.01,28.3,0.0,157,768
15.0,26.7,3360,1.8,6.49,29.0,3.24,101,768
15.0,26.6,4570,0,4.98,29.4,0.0,122,768
15.0,26.8,2330,0,6.68,26.2,3.42,85.8,768
15.0,25.6,4260,2.1,5.14,30.1,1.36,242,768
15.0,26.8,5370,0,5.16,30.1,1.02,156,768
15.0,26.8,4930,0,5.19,29.6,0.0,171,768
15.0,27.0,4970,0,4.90,30.5,1.03,145,768
15.0,27.0,5850,1.0,5.03,28.7,0.0,189,768
15.0,27.0,5230,1.2,5.18,30.1,0.0,151,768
15.0,26.3,4470,0,5.11,28.2,0.0,150,768
14.9,26.9,5270,0,4.87,27.8,0.0,181,768
5.92,9.43,1970,9.0,8.60,28.0,4.47,73.0,768
15.0,26.8,4940,0,5.04,28.1,0.0,158,768
1.36,3.77,683,6.2,9.07,39.0,3.00,17.1,768
15.0,27.0,5050,0,5.21,30.0,1.10,160,768
1.92,2.32,518,6.2,8.97,26.2,3.39,65.2,768
15.0,27.0,5290,1.1,5.23,29.6,0.0,164,768
1.56,3.16,880,6.7,8.59,26.9,3.80,45.7,768
15.0,27.0,5260,0,5.13,28.6,0.0,179,768
3.36,5.20,1540,4.6,9.09,30.6,3.87,72.8,768
15.0,27.0,5260,0,5.19,27.0,0.0,142,768
2.60,3.40,1150,11,7.92,39.0,3.35,26.5,768
15.0,26.8,5060,1.7,4.98,28.3,0.0,122,768
2.16,2.39,493,15,8.70,22.0,4.70,34.0,768
15.0,27.0,5220,0,5.17,28.5,0.0,172,768
2.76,4.78,840,7.1,7.69,25.6,2.79,61.3,768
15.0,27.0,5260,0,4.75,29.9,0.0,160,768
5.28,9.27,2200,4.1,8.79,24.4,3.30,91.0,768
15.0,27.0,5290,0,4.92,28.5,0.0,164,768
5.12,7.18,1890,2.8,9.18,26.2,3.73,89.4,768
15.0,27.0,5210,0,4.80,30.9,0.0,209,768
5.88,9.21,1750,4.5,8.24,22.6,3.80,59.3,768
15.0,27.0,5170,0,4.97,29.5,0.0,157,768
5.00,8.74,1900,5.2,8.75,29.3,3.79,75.4,768
15.0,27.0,5210,0,4.37,29.4,0.0,182,768
14.9,26.0,3420,1.6,4.70,28.5,0.0,178,768
15.0,26.7,5120,0,7.36,28.8,2.49,252,768
15.0,26.9,4540,1.3,4.78,27.4,0.0,151,768
15.0,26.6,4360,0,6.88,28.4,2.46,163,768
15.0,27.0,5170,0,4.66,28.3,1.17,161,768
15.0,27.0,3680,0,6.79,33.7,2.93,114,768
15.0,27.0,5390,0,4.60,28.6,0.0,184,768
15.0,26.2,2270,0,6.66,26.5,3.04,145,768
15.0,27.0,5720,1.1,4.35,28.9,0.0,174,768
15.0,26.7,2550,1.1,7.63,28.1,2.42,123,768
15.0,27.0,4190,0,5.27,28.5,1.18,125,768
15.0,27.0,3620,0,7.17,29.1,3.27,114,768
15.0,26.2,4520,0,4.64,27.7,0.0,163,768
15.0,26.4,4220,0,7.02,29.3,2.95,160,768
15.0,26.6,4450,1.9,4.94,29.1,1.50,143,768
15.0,27.0,3500,0,7.76,29.6,3.57,96.9,768
15.0,26.8,5410,1.1,4.75,29.8,0.0,181,768
15.0,26.6,2710,0,5.62,29.2,2.08,113,768
15.0,27.0,5160,1.8,4.81,28.1,0.0,142,768
15.0,26.6,3570,1.6,7.68,29.5,2.94,142,768
15.0,25.8,4360,4.7,5.37,29.3,1.88,246,768
15.0,26.2,3690,0,8.09,29.0,3.59,143,768
15.0,26.3,5490,3.2,5.33,30.8,2.17,153,768
15.0,26.3,3360,0,7.08,27.8,2.66,169,768
15.0,26.3,4170,2.5,5.37,28.7,1.56,138,768
15.0,26.4,3550,2.1,6.03,32.6,2.10,129,768
15.0,26.1,4980,4.1,4.77,30.2,1.08,185,768
15.0,26.6,4560,4.1,6.32,29.0,2.16,138,768
15.0,27.0,5150,0,4.33,30.3,0.0,170,768
15.0,26.6,2530,0,6.35,29.9,3.75,101,768
15.0,27.0,5880,4.2,4.26,29.6,0.0,176,768
14.4,26.3,3710,1.5,6.88,26.8,2.96,171,768
15.0,27.0,6540,1.3,5.04,29.8,0.0,206,768
14.9,26.8,4900,0,7.17,32.3,3.11,163,768
15.0,26.9,4950,2.5,4.89,27.8,1.07,173,768
15.0,26.8,2880,0,6.47,31.8,2.52,129,768
15.0,27.0,5260,0,4.82,29.8,0.0,142,768
15.0,26.7,3280,0,7.62,32.1,3.85,148,768
15.0,26.4,3800,2.1,4.60,29.2,0.0,137,768
15.0,26.8,4370,0,7.29,29.0,2.13,156,768
15.0,27.0,5780,1.1,4.81,29.2,0.0,199,768
15.0,26.7,3390,0,7.31,27.6,3.02,122,768
15.0,26.8,4990,0,5.02,28.8,0.0,150,768
15.0,26.7,3370,0,7.04,31.2,3.13,125,768
15.0,26.6,4710,0,4.70,27.7,0.0,146,768
15.0,27.0,5190,0,7.62,31.4,3.28,181,768
15.0,27.0,5050,1.8,5.25,28.4,0.0,135,768
15.0,27.0,4800,0,7.40,31.7,3.88,188,768
15.0,27.0,5230,1.2,4.39,28.2,0.0,149,768
15.0,27.0,4690,0,7.28,29.8,3.04,184,768
14.8,26.4,5600,2.6,4.65,27.8,0.0,155,768
15.0,27.0,4800,0,7.06,33.8,2.65,152,768
15.0,26.8,4830,1.3,4.32,27.5,0.0,157,768
15.0,27.0,5020,0,7.14,32.2,2.53,176,768
15.0,27.0,5200,1.8,4.60,30.2,0.0,144,768
15.0,27.0,4480,0,6.96,31.3,3.39,181,768
15.0,27.0,5370,2.3,4.57,27.9,0.0,208,768
15.0,26.7,2990,0,6.72,24.6,4.97,89.6,768
15.0,26.4,4340,1.4,4.71,30.7,0.0,212,768
15.0,26.8,4530,0,6.23,27.4,1.72,174,768
15.0,26.5,4260,2.0,4.61,30.7,0.0,170,768
15.0,27.0,5610,0,6.88,28.4,2.40,275,768
15.0,27.0,5200,1.2,4.37,28.4,0.0,147,768
15.0,27.0,4490,2.7,7.34,27.2,2.51,210,768
15.0,27.0,5290,0,7.19,34.1,2.58,164,768
15.0,27.0,5290,0,4.86,28.5,0.0,163,768
15.0,27.0,4620,2.0,6.78,27.7,2.26,170,768
15.0,26.9,5500,0,6.79,34.1,2.34,202,768
15.0,26.4,4440,2.7,4.30,29.1,0.0,191,768
15.0,26.8,4670,0,6.85,31.1,2.92,195,768
15.0,27.0,5510,0,7.24,34.5,2.53,157,768
15.0,26.6,4750,1.3,4.19,29.8,0.0,115,768
14.8,25.1,819,0,5.96,28.3,3.07,74.2,768
15.0,26.9,6970,0,7.20,31.8,2.42,190,768
15.0,26.8,5000,10,4.65,29.1,1.27,163,768
15.0,26.1,2140,2.0,6.05,26.4,4.39,89.6,768
15.0,25.9,4620,0,7.30,31.9,2.80,213,768
14.4,25.8,4210,1.4,4.17,31.2,0.0,107,768
15.0,26.7,3990,0,7.35,27.3,3.69,113,768
15.0,26.8,5240,0,7.07,32.8,2.36,206,768
15.0,26.6,4970,2.4,4.78,27.7,0.0,162,768
15.0,25.4,1150,0,6.17,25.2,2.61,72.3,768
15.0,27.0,5690,0,7.90,33.7,2.96,159,768
14.9,26.4,4750,1.3,4.34,28.3,0.0,167,768
15.0,27.0,5100,1.1,7.45,28.9,3.23,172,768
14.5,26.2,5290,1.1,6.56,33.8,2.37,229,768
15.0,26.8,4830,1.9,4.14,30.3,0.0,141,768
15.0,27.0,5040,0,7.11,26.1,2.63,172,768
15.0,27.0,5610,0,6.95,33.8,2.21,192,768
15.0,27.0,4260,7.5,4.59,27.1,0.0,121,768
14.6,26.3,6620,0,6.76,29.9,2.59,220,768
15.0,26.8,5050,0,6.61,33.5,2.65,170,768
15.0,26.4,4440,7.3,4.41,29.6,1.02,167,768
15.0,26.3,4680,0,6.34,29.7,2.31,222,768
15.0,26.4,6340,0,7.43,33.8,2.87,238,768
15.0,25.6,2570,7.8,4.17,28.1,0.0,113,768
15.0,26.2,4750,0,7.46,32.1,3.01,197,768
15.0,26.8,3330,0,6.83,33.4,3.05,167,768
15.0,26.6,5010,7.0,4.13,28.4,1.06,168,768
15.0,26.6,5650,0,7.09,27.3,3.15,185,768
15.0,27.0,5890,0,6.49,33.8,1.65,272,768
15.0,27.0,7990,5.4,4.91,29.8,0.0,236,768
15.0,26.6,2660,0,6.66,26.6,2.90,83.2,768
15.0,27.0,5360,0,6.86,34.5,2.14,346,768
15.0,26.9,4700,3.1,4.49,29.2,0.0,146,768
15.0,26.4,2029,0,6.66,31.2,2.85,72.4,768
15.0,27.0,6390,1.8,6.98,33.4,2.64,292,768
15.0,27.0,5140,1.8,4.36,29.7,0.0,175,768
15.0,26.6,4090,2.1,6.25,29.9,2.47,166,768
15.0,27.0,6150,0,6.53,34.4,1.96,185,768
15.0,27.0,5290,0,4.27,28.4,0.0,160,768
14.8,26.9,4620,1.3,6.24,28.5,2.55,172,768
15.0,26.9,5210,0,6.28,33.7,2.76,183,768
15.0,27.0,6140,4.6,4.61,29.1,0.0,201,768
15.0,26.6,4730,0,6.63,28.9,2.19,169,768
15.0,26.1,2370,0,6.46,31.0,2.72,83.0,768
15.0,27.0,5100,2.4,4.03,28.1,0.0,135,768
14.4,25.8,4630,1.9,5.79,28.3,2.57,173,768
15.0,26.9,5090,0,7.08,33.1,2.55,170,768
15.0,27.0,4720,1.3,4.58,27.2,0.0,157,768
15.0,26.7,3500,2.5,6.75,26.0,2.91,140,768
15.0,27.0,5720,0,7.54,34.6,3.27,129,768
15.0,27.0,5240,2.3,3.92,29.1,0.0,126,768
15.0,27.0,4590,2.6,6.67,29.7,2.61,159,768
15.0,26.9,4580,0,6.41,34.0,2.09,166,768
15.0,27.0,5420,3.8,4.34,30.1,0.0,172,768
15.0,27.0,4720,0,6.62,29.2,2.71,157,768
14.5,26.1,4940,0,7.03,32.9,2.38,158,768
15.0,26.8,4840,0,4.12,28.2,0.0,156,768
15.0,27.0,5180,0,6.83,27.6,3.24,175,768
15.0,27.0,5500,0,6.17,34.4,2.76,183,768
14.9,26.9,5230,0,4.50,29.0,0.0,170,768
15.0,27.0,4620,1.3,6.60,27.6,2.47,148,768
15.0,27.0,5230,0,6.78,31.5,2.01,188,768
15.0,27.0,4460,2.1,4.13,28.8,0.0,122,768
15.0,27.0,5290,2.3,6.54,27.1,2.01,176,768
15.0,27.0,5290,0,6.18,31.5,1.95,167,768
15.0,27.0,5290,0,4.01,27.8,0.0,160,768
15.0,27.0,3880,3.1,6.26,33.3,2.35,131,768
15.0,27.0,5730,0,7.02,34.0,2.84,158,768
15.0,27.0,5330,1.1,4.37,29.0,0.0,159,768
14.2,24.0,2320,1.1,5.11,29.2,1.30,80.3,768
15.0,27.0,5680,0,6.98,34.4,2.74,195,768
15.0,27.0,5260,0,4.27,27.7,0.0,158,768
15.0,26.0,3040,0,7.75,30.4,3.93,107,768
14.5,26.2,5400,1.1,7.15,31.9,2.45,160,768
14.8,26.4,3070,0,3.85,29.3,1.24,89.5,768
15.0,27.0,6450,3.2,6.22,27.4,2.26,182,768
14.2,26.3,2940,2.0,1.04,28.0,0.0,59.2,768
15.0,26.9,5200,4.5,5.50,26.2,1.89,131,768
14.9,25.8,2400,24,2.99,31.9,1.46,160,768
14.7,26.3,3370,8.1,3.67,31.0,0.0,150,768
15.0,26.8,4130,2.1,4.93,32.2,1.55,115,768
14.4,26.6,4840,2.7,5.06,29.3,1.34,165,768
15.0,26.7,6520,6.4,3.46,30.9,0.0,166,768
15.0,27.0,6470,0,6.13,30.4,2.81,288,768
15.0,26.3,3990,0,3.83,30.2,0.0,97.0,768
15.0,27.0,5890,0,8.48,32.5,3.52,175,768
15.0,26.9,4040,0,4.12,30.1,1.16,120,768
15.0,26.3,2680,0,5.70,30.8,1.95,118,768
15.0,27.0,5230,1.2,3.87,30.7,0.0,202,768
14.4,23.7,2029,3.8,3.20,29.4,0.0,53.9,768
15.0,24.0,1750,2.5,3.48,29.8,0.0,109,768
12.7,21.5,5920,1.9,6.09,28.7,2.63,190,768
14.4,21.9,838,12,2.03,30.1,0.0,33.5,768
14.8,26.3,4220,1.2,6.98,29.0,3.35,140,768
15.0,25.5,1810,5.0,2.78,29.0,0.0,66.6,768
15.0,26.4,3280,2.4,4.75,24.6,1.61,107,768
15.0,25.8,3000,6.2,3.67,29.4,0.0,97.0,768
15.0,25.8,2000,1.1,5.48,29.2,1.97,94.3,768
15.0,26.0,2370,9.9,3.87,31.4,0.0,69.8,768
15.0,26.7,7040,0,7.42,28.4,3.86,197,768
14.9,22.1,922,15,3.82,30.0,0.0,80.8,768
15.0,26.5,3530,1.4,6.08,29.6,3.32,114,768
15.0,25.0,2100,23,4.33,28.6,1.58,86.9,768
15.0,22.3,485,0,6.37,25.6,2.91,86.4,768
14.4,26.2,5060,1.7,3.88,29.8,0.0,141,768
15.0,26.9,4390,2.0,6.10,27.4,2.98,242,768
15.0,26.3,2410,10,3.32,28.1,0.0,73.9,768
15.0,26.6,6640,3.4,6.15,25.8,1.77,211,768
15.0,26.4,4530,7.0,3.82,30.7,0.0,134,768
15.0,26.6,5160,1.9,5.87,31.6,2.08,210,768
15.0,26.8,5110,6.8,3.60,30.5,0.0,120,768
15.0,27.0,5900,1.4,6.28,27.3,2.27,184,768
15.0,26.0,4130,2.8,3.61,28.7,0.0,139,768
15.0,26.5,2400,1.2,5.70,28.4,2.52,69.6,768
15.0,25.5,3340,5.2,5.08,29.3,1.61,99.5,768
14.4,24.6,4180,0,6.38,29.5,2.29,169,768
15.0,27.0,5120,2.8,3.55,29.3,0.0,136,768
12.5,18.5,1180,4.9,4.25,29.0,0.0,50.1,768
15.0,26.8,4640,2.6,3.60,30.3,0.0,149,768
15.0,26.2,5190,2.6,6.43,26.1,1.89,160,768
15.0,27.0,5040,1.9,3.59,30.1,0.0,127,768
14.4,25.8,4390,6.3,5.99,25.5,1.86,152,768
14.8,26.2,3860,2.2,3.65,30.3,0.0,96.9,768
13.8,25.5,5300,4.8,5.40,24.5,1.69,165,768
15.0,26.1,2910,7.0,3.75,28.9,0.0,79.7,768
15.0,26.9,6600,2.3,6.32,26.6,2.13,181,768
14.6,26.6,2460,5.4,3.12,28.4,0.0,67.5,768
11.6,20.2,3700,11,5.20,28.3,1.86,101,768
14.8,25.6,2720,5.8,2.92,28.0,0.0,76.5,768
14.8,26.0,6060,2.1,5.32,25.1,1.52,175,768
14.0,24.8,4790,2.3,6.75,26.4,2.93,166,768
14.2,26.1,1170,2.1,2.89,31.5,0.0,20.4,768
13.2,25.2,5310,1.9,5.04,24.5,1.56,150,768
12.2,22.2,4370,0,7.99,27.1,3.81,153,768
15.0,26.0,2220,7.4,3.03,29.1,0.0,74.5,768
13.0,23.2,5970,2.3,6.36,28.1,3.17,198,768
13.4,24.3,5100,0,7.32,27.6,3.85,176,768
15.0,26.7,4250,3.4,3.09,30.8,0.0,117,768
11.0,20.2,4080,3.6,6.08,26.4,2.80,157,768
10.5,18.4,3570,2.4,7.94,26.5,3.39,147,768
15.0,26.8,4140,0,3.76,28.8,0.0,94.0,768
11.2,20.1,2810,6.1,5.36,27.9,2.42,122,768
13.8,24.7,6830,0,8.06,29.6,5.04,193,768
15.0,24.6,1180,9.1,3.73,30.1,0.0,84.1,768
12.4,20.5,1400,5.3,4.52,30.3,2.02,56.2,768
15.0,26.9,11600,0,8.64,29.7,5.31,347,768
15.0,20.0,448,0,3.42,28.2,0.0,61.5,768
10.6,16.8,1570,1.9,4.42,28.2,1.55,75.6,768
13.8,24.5,8790,0,8.45,26.8,4.16,247,768
15.0,23.1,1100,0,3.10,32.9,0.0,44.8,768
13.2,23.0,4510,1.9,4.93,25.4,1.62,116,768
14.4,25.7,8630,0,7.69,26.4,3.72,242,768
15.0,24.9,2440,2.8,3.31,29.8,0.0,86.2,768
12.6,21.0,2580,3.4,6.01,23.0,1.78,66.0,768
13.3,23.1,5080,0,7.78,27.2,3.01,147,768
15.0,26.7,4570,1.9,3.81,29.4,0.0,107,768
13.0,22.3,1990,6.4,5.63,29.8,1.48,155,768
11.2,18.6,3620,0,7.77,28.1,3.43,138,768
15.0,25.3,2029,4.1,3.60,29.3,0.0,99.0,768
13.4,23.5,3320,4.5,4.58,28.7,2.03,144,768
13.3,23.3,8119,1.4,7.83,25.7,4.58,242,768
15.0,20.0,403,3.8,3.17,31.7,0.0,30.0,768
13.8,23.6,3130,1.9,4.91,25.0,1.70,106,768
14.4,26.4,10100,1.0,8.45,28.9,4.61,279,768
15.0,24.9,2700,3.8,3.10,31.3,0.0,150,768
13.5,22.5,3070,3.9,5.65,25.8,2.88,83.3,768
12.7,24.0,6360,0,8.58,28.2,3.76,203,768
15.0,26.8,3680,0,3.48,28.1,0.0,114,768
13.2,24.2,3760,6.5,5.96,25.0,2.69,97.1,768
13.4,23.4,5490,0,8.39,27.0,4.02,235,768
15.0,26.2,2810,0,3.58,27.8,0.0,68.2,768
8.92,6.78,537,3.4,5.33,27.2,1.08,40.0,768
15.0,26.2,3800,4.1,6.61,25.0,3.75,177,768
15.0,26.4,4930,0,5.55,32.6,2.36,130,768
15.0,25.9,6670,2.6,7.96,26.0,5.77,172,768
15.0,26.1,5140,4.4,6.62,33.9,5.15,148,768
15.0,26.5,8650,0,9.07,27.6,5.31,232,768
15.0,26.3,3140,2.9,6.18,33.4,3.75,121,768
15.0,26.3,5020,2.1,6.64,28.0,4.64,154,768
15.0,26.4,5860,2.9,5.88,32.1,2.37,142,768
15.0,26.6,6650,2.5,5.24,29.1,2.81,196,768
15.0,26.7,5330,3.8,4.81,33.6,2.96,203,768
15.0,26.7,8150,1.3,8.08,25.5,6.64,184,768
15.0,26.4,3650,0,5.19,31.8,3.12,105,768
15.0,27.0,5100,0,5.87,29.0,2.37,192,768
15.0,27.0,5600,0,4.94,33.8,2.77,166,768
15.0,27.0,5760,0,5.60,29.0,1.97,166,768
15.0,26.6,4800,0,4.71,32.7,2.32,124,768
15.0,25.5,3560,0,5.06,26.5,4.07,199,768
15.0,26.0,3400,4.5,4.83,33.3,4.49,101,768
15.0,26.8,8790,2.7,6.48,30.0,4.46,230,768
15.0,26.2,4170,3.8,4.39,34.5,3.14,130,768
15.0,26.8,4180,1.4,6.68,25.3,2.68,137,768
15.0,27.0,5940,1.0,5.73,33.7,3.76,138,768
15.0,27.0,5320,0,6.88,25.1,4.03,181,768
15.0,26.7,3870,0,4.99,31.9,2.09,140,768
15.0,27.0,5770,0,5.93,27.8,2.94,170,768
15.0,27.0,5050,0,4.80,33.4,2.71,156,768
15.0,26.9,9380,1.4,8.28,27.1,4.73,341,768
15.0,25.8,2210,0,4.37,33.0,1.52,65.7,768
15.0,26.4,7530,1.0,7.42,25.6,5.12,186,768
15.0,26.1,3240,0,4.94,31.5,3.86,97.4,768
15.0,26.8,6380,2.5,7.96,29.5,4.74,195,768
15.0,25.7,2450,0,5.81,32.7,3.48,82.3,768
15.0,26.3,8490,1.7,10.3,26.0,8.12,209,768
15.0,25.8,3050,3.1,7.34,34.7,4.86,117,768
6.46,17.8,1150,4.5,2.11,33.5,2.36,17.3,768
9.08,15.8,2430,2.7,2.19,33.8,0.0,77.1,768
9.36,16.0,1670,4.7,2.82,33.6,0.0,102,768
15.0,26.0,3510,0,9.34,35.2,5.39,196,768
7.60,13.1,2050,10,3.21,33.5,0.0,92.0,768
15.0,26.4,6220,0,10.9,36.8,6.74,304,768
15.0,26.8,5130,0,9.96,28.2,5.37,184,768
7.16,13.4,1740,1.6,3.48,33.7,0.0,49.7,768
15.0,26.8,5810,0,10.8,35.5,6.40,168,768
15.0,26.8,5630,0,9.01,30.4,4.07,324,768
5.56,9.68,1160,9.4,3.23,32.0,0.0,49.7,768
15.0,26.9,7320,0,10.1,32.1,5.34,212,768
15.0,26.9,5070,0,8.64,28.9,3.45,170,768
7.88,13.7,1760,6.6,3.33,32.0,0.0,50.2,768
15.0,26.9,9920,0,10.9,32.9,5.69,251,768
15.0,27.0,5900,2.8,5.15,33.5,0.0,175,768
